Country Code,Total graduates ISCED 5-7,Total graduates at ISCED 8
PL,3006,67
PL,3716,7
PL,6124,60
PL,2676,54
PL,6931,125
PL,7918,405
PL,2359,84
PL,1965,20
PL,6921,106
PL,5137,43
PL,1651,34
PL,1257,26
PL,1934,204
PL,5437,108
PL,498,15
PL,1903,80
PL,3252,63
PL,1951,14
PL,2119,57
PL,2211,44
PL,2525,20
PL,4795,25
PL,2616,24
PL,5155,111
PL,1618,23
PL,3029,20
PL,5294,70
PL,9025,542
PL,5742,226
PL,2474,23
PL,282,a
PL,2121,113
PL,292,a
PL,1655,47
PL,142,a
PL,317,a
PL,231,a
PL,611,a
PL,387,a
PL,2326,a
PL,3729,a
PL,1790,a
PL,3399,a
PL,276,a
PL,170,a
PL,872,a
PL,276,a
PL,1125,a
PL,1561,0
PL,291,a
PL,408,a
PL,578,0
PL,2052,a
PL,999,a
PL,190,a
PL,258,a
PL,360,a
PL,668,5
PL,232,a
PL,402,a
PL,1111,a
PL,254,a
PL,725,a
PL,364,a
PL,818,a
PL,576,a
PL,218,a
PL,672,0
PL,50,a
PL,1426,a
PL,549,a
PL,771,a
PL,426,a
PL,1279,a
PL,269,a
PL,21,a
PL,174,a
PL,5,a
PL,85,a
PL,202,a
PL,697,a
PL,939,a
PL,173,a
PL,153,a
PL,350,a
PL,345,a
PL,360,a
PL,62,a
PL,1102,a
PL,913,a
PL,1152,a
PL,256,a
PL,496,a
PL,227,a
PL,128,a
PL,108,a
PL,316,a
PL,347,a
PL,524,a
PL,466,a
PL,255,a
PL,980,a
PL,161,a
PL,584,a
PL,583,a
PL,355,a
PL,m,a
PL,m,a
PL,123,a
PL,1821,74
PL,187,a
PL,153,a
PL,537,a
PL,691,a
PL,m,a
PL,435,a
PL,175,a
PL,148,a
PT,573,5
PT,1637,16
PT,2983,175
PT,1722,49
PT,4943,176
PT,1351,60
PT,4177,174
PT,625,10
PT,4162,213
PT,7230,333
PT,1546,62
PT,2147,82
PT,614,25
PT,583,a
PT,1889,a
PT,887,a
PT,1090,a
PT,2211,a
PT,444,a
PT,2650,a
PT,2380,a
PT,548,a
PT,4035,a
PT,897,a
PT,1230,a
PT,375,a
PT,961,a
PT,1150,a
PT,159,a
PT,358,a
PT,368,a
PT,352,a
PT,418,a
PT,52,a
PT,2991,55
PT,74,a
PT,75,a
PT,667,0
PT,570,0
PT,371,0
PT,70,a
PT,129,a
PT,1075,6
PT,339,10
PT,52,a
PT,59,a
PT,199,a
PT,781,2
PT,636,11
PT,426,0
PT,1090,25
PT,432,5
PT,402,0
PT,226,a
PT,108,a
PT,117,a
PT,41,a
PT,56,a
PT,108,a
PT,28,a
PT,133,a
PT,115,a
PT,138,a
PT,57,a
PT,64,a
PT,150,a
PT,257,a
PT,147,a
PT,301,a
PT,25,a
PT,243,a
PT,76,a
PT,70,a
PT,170,a
PT,152,a
PT,300,a
PT,102,a
PT,208,a
PT,130,a
PT,11082,447
PT,166,a
PT,265,a
PT,498,0
PT,57,a
PT,150,a
PT,56,a
PT,79,a
PT,76,a
PT,74,a
RS,12511,333
RS,6430,182
RS,3073,55
RS,2251,101
RS,524,44
RS,308,0
RS,31,0
RS,475,3
RS,975,20
RS,196,0
RS,881,20
RS,1127,8
RS,1051,13
RS,380,7
RS,196,a
RS,190,a
RS,43,a
RS,80,a
RS,340,a
RS,221,a
RS,195,a
RS,435,a
RS,64,a
RS,369,a
RS,91,a
RS,481,a
RS,141,a
RS,m,a
RS,164,a
RS,107,a
RS,123,a
RS,129,a
RS,74,a
RS,123,a
RS,226,a
RS,123,a
RS,106,a
RS,156,a
RS,259,a
RS,495,6
RS,228,a
RS,177,0
RS,134,a
RS,34,a
RS,158,a
RS,141,a
RS,280,0
SE,7010,377
SE,7992,418
SE,7501,264
SE,7623,234
SE,4926,118
SE,5521,198
SE,2729,330
SE,4242,271
SE,3069,306
SE,2395,96
SE,584,16
SE,1151,92
SE,2198,31
SE,2815,58
SE,1640,26
SE,663,22
SE,2375,27
SE,3128,30
SE,1897,19
SE,240,4
SE,1666,16
SE,1173,4
SE,1649,1
SE,1233,12
SE,1604,0
SE,808,2
SE,1057,7
SE,1370,8
SE,182,0
SE,211,a
SE,10,a
SE,227,a
SE,341,5
SE,251,a
SE,294,0
SE,3620,33
SE,119,2
SK,5289,356
SK,1448,102
SK,2297,66
SK,1440,31
SK,918,40
SK,438,16
SK,314,0
SK,536,33
SK,442,6
SK,2225,43
SK,384,19
SK,1876,68
SK,2022,80
SK,1173,45
SK,2932,135
SK,2447,102
SK,611,0
SK,2099,92
SK,557,6
SK,2208,40
SK,812,a
SK,145,2
SK,62,a
SK,1958,60
SK,686,26
SK,317,22
SK,160,6
SK,169,14
SK,73,6
SK,297,16
SK,361,0
TR,5035,14
TR,130,3
TR,538,0
TR,3063,4
TR,10476,72
TR,7572,35
TR,2522,0
TR,3190,6
TR,12004,95
TR,4049,18
TR,3839,2
TR,319666,142
TR,10899,403
TR,2170,0
TR,1097,10
TR,79312,232
TR,7166,36
TR,3360,10
TR,2640,2
TR,2678,2
TR,3033,11
TR,3140,11
TR,1827,1
TR,2330,75
TR,3199,2
TR,524,2
TR,6631,17
TR,8962,56
TR,13055,52
TR,8568,37
TR,2644,6
TR,9069,154
TR,5174,63
TR,11190,168
TR,8801,26
TR,4808,27
TR,10468,230
TR,8801,160
TR,4036,10
TR,675,2
TR,4918,114
TR,8239,98
TR,817,14
TR,9450,439
TR,8421,73
TR,7986,42
TR,665,52
TR,6022,4
TR,4091,8
TR,8368,345
TR,365,0
TR,4084,16
TR,3055,17
TR,1571,0
TR,1013,11
TR,7497,129
TR,27583,366
TR,4713,162
TR,1837,18
TR,629,26
TR,3944,19
TR,6310,43
TR,9066,53
TR,3536,5
TR,8007,109
TR,6624,34
TR,6627,64
TR,4650,1
TR,1925,0
TR,12727,81
TR,1994,1
TR,12640,286
TR,7531,18
TR,6327,65
TR,1056,65
TR,6930,66
TR,4093,25
TR,1630,0
TR,4504,24
TR,6228,86
TR,3589,13
TR,4984,21
TR,9078,116
TR,3358,7
TR,4065,207
TR,2694,12
TR,9978,63
TR,3517,18
TR,12484,131
TR,13170,160
TR,2982,4
TR,2145,1
TR,10567,136
TR,436,0
TR,7441,48
TR,1043,3
TR,119,0
TR,12169,100
TR,5947,13
TR,2681,17
TR,2897,91
TR,4659,156
TR,4873,41
TR,1051,5
TR,63,0
TR,1539,19
TR,1435,0
TR,4433,25
TR,3540,34
TR,6804,49
TR,744,5
TR,1184,2
TR,1388,12
TR,1551,17
TR,1430,12
TR,902,4
TR,2128,15
TR,1503,23
TR,1428,5
TR,2219,45
TR,260,3
TR,3418,45
TR,6937,24
TR,5168,27
TR,609,0
TR,6679,32
TR,2055,10
TR,3442,5
TR,8062,29
TR,2046,36
TR,449,2
TR,1464,39
TR,1752,5
TR,977,8
TR,1459,65
TR,1865,0
TR,2784,33
TR,4749,3
TR,752,0
TR,3827,23
TR,1438,9
TR,502,2
TR,1153,24
TR,438,0
TR,1016,10
TR,929,0
TR,750,4
TR,1126,1
TR,606,0
TR,5946,3
TR,1777,14
TR,3423,65
TR,2276,5
TR,1195,a
TR,784,0
TR,262,a
TR,621,a
TR,1331,0
TR,1681,0
TR,m,m
TR,564,0
TR,1945,a
TR,431,a
TR,87,0
TR,2197,0
TR,194,0
TR,10,0
TR,174,0
TR,3362,0
TR,1634,2
TR,1718,7
TR,1757,0
TR,1187,0
TR,1283,0
TR,2035,6
TR,39,0
TR,m,m
TR,648,5
TR,145,1
TR,751,0
TR,685,1
TR,917,58
TR,0,0
TR,1,0
TR,106,0
TR,1330,29
TR,0,0
TR,0,0
TR,114,0
TR,2890,5
TR,0,0
TR,2241,113
TR,0,0
TR,185,0
TR,928,0
TR,1962,35
TR,69,0
TR,559,0
TR,0,0
TR,1822,1
TR,253,0
TR,0,0
TR,150,1
TR,536,4
TR,m,m
TR,m,m
UK,6775,90
UK,4095,75
UK,2530,15
UK,5345,265
UK,3320,55
UK,3590,110
UK,8590,55
UK,12535,795
UK,1845,a
UK,895,0
UK,2125,30
UK,1210,0
UK,5335,95
UK,3105,80
UK,5560,60
UK,9065,575
UK,4625,145
UK,2825,5
UK,1340,65
UK,6270,1585
UK,50,20
UK,4535,115
UK,7340,110
UK,495,5
UK,5040,95
UK,1780,20
UK,7200,130
UK,310,20
UK,12235,120
UK,2095,170
UK,1840,5
UK,2855,10
UK,8570,85
UK,6155,25
UK,6900,365
UK,6055,215
UK,4730,55
UK,4470,40
UK,5825,255
UK,8605,375
UK,2025,5
UK,2905,30
UK,3970,85
UK,5745,85
UK,910,15
UK,7355,85
UK,5405,240
UK,4970,185
UK,6525,1430
UK,3100,115
UK,5940,290
UK,12455,655
UK,6050,90
UK,4765,365
UK,6245,75
UK,12985,820
UK,1230,10
UK,6050,325
UK,5425,80
UK,1885,15
UK,7720,160
UK,10220,640
UK,6925,30
UK,1375,10
UK,2865,25
UK,4845,55
UK,6630,150
UK,610,90
UK,5990,280
UK,10520,105
UK,14240,1015
UK,6095,135
UK,9045,715
UK,1000,a
UK,3990,35
UK,8105,155
UK,700,0
UK,11585,805
UK,10705,100
UK,5145,105
UK,5335,90
UK,7110,1285
UK,985,0
UK,5780,145
UK,8405,95
UK,8475,345
UK,6245,305
UK,3140,55
UK,255,0
UK,535,0
UK,1060,45
UK,45,5
UK,3685,200
UK,250,5
UK,620,25
UK,1230,30
UK,1975,10
UK,5910,115
UK,2065,70
UK,9810,85
UK,11300,735
UK,3225,5
UK,8160,580
UK,4815,20
UK,5420,35
UK,5305,255
UK,7265,205
UK,5865,45
UK,3025,10
UK,17485,1595
UK,10450,495
UK,7750,90
UK,6745,60
UK,2705,20
UK,5445,60
UK,3535,15
UK,2220,20
UK,6875,385
UK,2110,75
UK,3480,205
UK,10055,400
UK,3540,40
UK,1055,10
UK,6850,280
UK,5140,220
UK,1045,25
UK,4530,145
UK,11370,1135
UK,4835,70
UK,9435,575
UK,3320,200
UK,4095,55
UK,1335,15
UK,3460,50
UK,435,5
UK,2850,240
UK,3405,95
UK,7035,410
UK,3380,15
UK,4670,60
UK,7335,375
UK,7420,100
UK,360,5
UK,615,a
UK,410,5
UK,4075,20
UK,300,25
UK,7120,60
UK,480,a
UK,265,a
UK,910,a
UK,190,a
UK,1620,0
UK,260,a
UK,905,5
UK,595,a
UK,265,a
UK,315,a
UK,280,a
UK,370,a
UK,355,5
UK,m,a
UK,m,a
UK,90,a
UK,30,a
UK,500,a
UK,105,a
UK,1440,a
UK,5,0
UK,3695,a
UK,90,a
UK,55,a
UK,45,a
UK,m,a
UK,140,a
UK,15,a
UK,50,a
UK,40,a
UK,30,a
UK,100,a
UK,30,a
UK,m,a
UK,20,a
UK,155,a
UK,55,a
UK,m,a
UK,750,a
UK,m,a
UK,225,a
UK,165,a
UK,45,a
UK,145,a
UK,520,a
UK,350,a
UK,20,a
UK,200,a
UK,360,a
UK,95,a
UK,m,a
UK,m,a
UK,35,a
UK,m,a
UK,320,a
UK,m,a
UK,120,a
UK,m,a
UK,730,a
UK,110,a
UK,160,a
UK,80,a
UK,m,a
UK,120,a
UK,55,a
UK,25,a
UK,345,a
UK,35,a
UK,20,a
UK,20,10
UK,160,a
UK,120,a
UK,35,a
UK,280,a
UK,650,a
UK,90,a
UK,25,a
UK,35,a
UK,485,a
UK,55,a
UK,30,a
UK,95,a
UK,30,a
UK,55,a
UK,m,a
UK,60,a
UK,305,a
UK,355,a
UK,140,a
UK,50,a
UK,295,a
UK,885,a
UK,65,a
UK,230,a
UK,255,a
UK,20,a
UK,280,a
UK,45,a
UK,m,a
UK,70,5
UK,m,a
UK,3960,a
UK,40,a
UK,45,a
UK,m,a
UK,135,a
UK,m,a
UK,m,a
UK,455,a
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
VA,m,m
XK,5108,m
XK,1068,a
XK,514,a
XK,30,a
XK,283,a
XK,42,a
XK,437,a
XK,381,a
XK,196,a
XK,m,a
XK,m,a
XK,146,a
XK,65,a
XK,m,a
XK,m,a
XK,m,a
XK,519,a
XK,34,a
XK,m,a
XK,m,a
XK,m,a
XK,56,a
XK,m,a
XK,m,a
XK,m,a
XK,m,a
XK,520,a
XK,m,a
XK,115,a
AD,m,m
AD,m,m
AL,8065,86
AL,2005,6
AL,1904,43
AL,3093,0
AL,1627,0
AL,534,a
AL,1527,0
AL,2296,5
AL,2483,0
AL,285,a
AL,458,0
AL,1813,0
AL,142,5
AL,2095,0
AL,226,0
AL,1385,28
AL,384,a
AL,284,15
AL,422,1
AL,1051,a
AL,0,a
AL,479,a
AL,0,a
AL,235,a
AL,0,0
AL,158,a
AL,0,a
AL,300,a
AL,41,a
AL,138,a
AL,17,a
AL,111,a
AL,125,a
AL,231,a
AL,206,a
AL,178,a
AL,60,a
AL,118,a
AL,173,a
AL,2,40
AL,11,a
AT,9469,841,417
AT,3189,556641667,147,5
AT,3781,8845,236,9
AT,2184,3379999999997,118,5
AT,2776,263,5
AT,1713,1156,172
AT,492,69
AT,1375,243333333,106,5
AT,254,26333333300002,34,333333333
AT,3132,5,77
AT,1582,6547,134,6
AT,1194,303675,79,5
AT,1214,5,3
AT,754,146
AT,441,417966667,54
AT,363,50
AT,163,5
AT,181,5,13
AT,312,19
AT,297,9631,12,5
AT,296,44643333299996,6
AT,149,324,7
AT,33,75,1
AT,270,83333333300004,21
AT,207,7
AT,86,a
AT,134,a
AT,123,a
AT,131,83333333299998,a
AT,852,11
AT,141,2
AT,175,0
AT,49,43235,a
AT,84,23985,a
AT,190,637,a
AT,199,635,a
AT,221,809,a
AT,118,99,a
AT,268,829275,a
AT,109,576175,a
AT,140,4862,a
AT,59,70745,a
AT,74,45675,a
AT,335,859,a
AT,534,323,a
AT,56,333333333,a
AT,880,5,a
AT,835,a
AT,756,8333333329999,a
AT,393,5,a
AT,535,5,a
AT,983,a
AT,50,a
AT,545,5,a
AT,1730,a
AT,1792,5,a
AT,96,a
AT,217,5,a
AT,127,a
AT,1317,a
AT,409,5,a
AT,1157,a
AT,858,a
AT,1262,3333333330002,a
AT,676,7,a
AT,1342,3333333330002,a
AT,340,0
AT,280,a
AT,88,a
AT,24,a
BE,1267,53
BE,743,5
BE,7771,271
BE,5165,221
BE,1587,56
BE,6461,250
BE,617,a
BE,378,a
BE,527,a
BE,534,a
BE,453,a
BE,1698,a
BE,264,a
BE,398,a
BE,735,a
BE,428,a
BE,906,a
BE,1671,a
BE,607,a
BE,1605,a
BE,1864,a
BE,275,a
BE,1542,a
BE,71,a
BE,124,a
BE,88,a
BE,152,a
BE,94,a
BE,16,a
BE,97,a
BE,182,a
BE,44,a
BE,271,a
BE,69,a
BE,146,a
BE,82,a
BE,83,a
BE,14530,800
BE,381,19
BE,1375,66
BE,4547,265
BE,10984,715
BE,3272,234
BE,2934,a
BE,1109,a
BE,135,a
BE,2939,a
BE,1178,a
BE,869,a
BE,2357,a
BE,799,a
BE,1760,a
BE,2342,a
BE,1052,a
BE,1990,a
BE,1327,a
BE,164,a
BE,1873,a
BE,2199,a
BE,1424,a
BE,1880,a
BE,186,a
BE,781,a
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BG,2311,75
BG,224,a
BG,112,a
BG,770,4
BG,571,2
BG,2442,21
BG,1144,13
BG,1067,52
BG,1442,37
BG,457,3
BG,2772,41
BG,623,12
BG,3199,35
BG,804,5
BG,81,a
BG,509,13
BG,4074,50
BG,691,5
BG,594,8
BG,1185,41
BG,219,10
BG,1401,1
BG,251,a
BG,147,a
BG,1694,20
BG,5078,198
BG,5469,62
BG,949,8
BG,2154,65
BG,360,22
BG,408,18
BG,435,9
BG,2679,100
BG,960,43
BG,126,3
BG,256,22
BG,176,10
BG,1987,24
BG,217,2
BG,314,8
BG,389,4
BG,735,24
BG,800,61
BG,179,a
BG,150,a
BG,12,a
BG,280,8
BG,946,3
BG,1560,20
BG,1700,42
BG,a,106
BG,5,a
CH,2806,527
CH,3868,640
CH,2340,120
CH,3974,331
CH,3393,295
CH,567,32
CH,950,77
CH,2097,116
CH,5115,704
CH,680,66
CH,2162,406
CH,4113,802
CH,1861,a
CH,5586,a
CH,3347,a
CH,2013,a
CH,1163,a
CH,1382,a
CH,5422,a
CH,445,a
CH,721,a
CH,132,a
CH,109,a
CH,205,a
CH,728,a
CH,294,a
CH,350,a
CH,196,a
CH,48,a
CH,133,a
CH,205,a
CH,181,a
CH,620,a
CH,119,a
CH,92,a
CH,261,48
CY,1377,82
CY,859,1
CY,558,13
CY,2973,14
CY,1272,8
CY,686,1
CY,84,a
CY,0,a
CY,0,a
CY,44,a
CY,12,a
CY,220,a
CY,19,a
CY,149,a
CY,162,a
CY,259,a
CY,143,a
CY,15,a
CY,23,a
CY,15,a
CY,10,a
CY,581,1
CY,0,5
CY,16,3
CY,207,a
CY,26,a
CZ,362,13
CZ,56,3
CZ,4210,86
CZ,4252,207
CZ,196,5
CZ,2137,70
CZ,6797,326
CZ,2238,70
CZ,1962,40
CZ,1111,12
CZ,1152,34
CZ,1305,12
CZ,1453,12
CZ,7399,678
CZ,3984,149
CZ,1410,60
CZ,2012,53
CZ,557,31
CZ,3116,117
CZ,3453,63
CZ,882,88
CZ,392,a
CZ,513,a
CZ,114,3
CZ,4664,165
CZ,2215,56
CZ,50,a
CZ,316,a
CZ,231,a
CZ,59,a
CZ,785,a
CZ,145,a
CZ,1240,9
CZ,817,6
CZ,163,a
CZ,107,a
CZ,109,a
CZ,165,a
CZ,86,a
CZ,222,a
CZ,0,a
CZ,67,a
CZ,163,a
CZ,29,a
CZ,162,a
CZ,231,a
CZ,270,a
CZ,210,a
CZ,0,a
CZ,109,a
CZ,62,a
CZ,83,a
CZ,205,a
CZ,35,a
CZ,87,a
CZ,21,a
CZ,598,6
CZ,272,41
CZ,26,a
CZ,35,a
CZ,32,a
CZ,388,a
CZ,20,a
CZ,1177,4
CZ,437,a
DE,3748,677
DE,4250,1049
DE,2074,92
DE,4925,544
DE,2082,174
DE,2643,114
DE,4597,437
DE,4105,755
DE,1935,457
DE,326,12
DE,15,a
DE,86,a
DE,23,1
DE,3439,143
DE,2769,59
DE,2397,205
DE,1163,45
DE,7567,840
DE,8053,1290
DE,m,1029
DE,1051,82
DE,60,a
DE,2558,72
DE,3411,474
DE,4178,481
DE,4789,707
DE,4474,460
DE,4504,553
DE,176,5
DE,169,3
DE,193,7
DE,1809,8
DE,1001,44
DE,2994,276
DE,3234,331
DE,241,60
DE,5903,848
DE,1142,84
DE,368,10
DE,650,0
DE,222,38
DE,4119,431
DE,6015,766
DE,4469,430
DE,3454,241
DE,3575,443
DE,772,8
DE,579,28
DE,1211,211
DE,1903,274
DE,3322,268
DE,727,60
DE,4984,712
DE,4739,385
DE,319,145
DE,253,132
DE,1659,35
DE,1941,89
DE,2833,166
DE,2331,110
DE,1233,16
DE,7004,936
DE,3310,187
DE,5119,581
DE,4498,657
DE,4639,268
DE,3111,426
DE,5784,419
DE,3201,40
DE,7656,692
DE,685,37
DE,7039,669
DE,3383,153
DE,3170,124
DE,3058,167
DE,392,76
DE,179,0
DE,2477,109
DE,3429,49
DE,5529,544
DE,66,10
DE,1820,85
DE,438,33
DE,1863,271
DE,1792,128
DE,5252,708
DE,750,99
DE,4331,542
DE,211,a
DE,197,8
DE,2371,272
DE,2497,248
DE,1287,30
DE,3726,409
DE,678,13
DE,1345,43
DE,1040,86
DE,2981,542
DE,1166,54
DE,913,9
DE,870,0
DE,623,5
DE,1159,3
DE,463,8
DE,595,0
DE,65,6
DE,17,8
DE,4,1
DE,9,2
DE,9,3
DE,4,4
DE,9,1
DE,63,11
DE,147,1
DE,40,0
DE,55,6
DE,146,0
DE,156,0
DE,180,6
DE,191,1
DE,118,a
DE,63,a
DE,69,a
DE,294,0
DE,39,a
DE,106,0
DE,100,a
DE,890,22
DE,198,a
DE,123,a
DE,59,a
DE,124,4
DE,179,a
DE,186,2
DE,225,0
DE,59,a
DE,196,2
DE,55,0
DE,83,0
DE,126,0
DE,249,4
DE,161,2
DE,82,0
DE,167,0
DE,229,2
DE,49,1
DE,371,2
DE,55,0
DE,272,0
DE,57,0
DE,90,0
DE,125,1
DE,172,0
DE,29,a
DE,97,3
DE,201,a
DE,200,0
DE,146,0
DE,112,0
DE,199,2
DE,1358,a
DE,684,a
DE,512,a
DE,1303,a
DE,1461,a
DE,1439,a
DE,1777,a
DE,1120,a
DE,455,a
DE,1073,a
DE,1167,a
DE,969,a
DE,1287,a
DE,9840,a
DE,736,a
DE,1570,a
DE,193,a
DE,199,a
DE,1024,a
DE,1002,a
DE,779,a
DE,1031,a
DE,45,a
DE,146,a
DE,413,a
DE,303,a
DE,59,a
DE,225,a
DE,301,a
DE,330,a
DE,615,a
DE,544,a
DE,634,a
DE,1303,a
DE,1054,a
DE,1030,a
DE,739,a
DE,1111,a
DE,1306,a
DE,1111,a
DE,3629,a
DE,658,a
DE,2726,a
DE,2225,a
DE,1105,a
DE,1129,a
DE,1664,a
DE,636,a
DE,171,a
DE,567,a
DE,193,a
DE,329,a
DE,534,a
DE,715,a
DE,2328,a
DE,2666,a
DE,2657,a
DE,279,a
DE,83,a
DE,205,a
DE,66,a
DE,253,a
DE,195,a
DE,343,a
DE,346,a
DE,402,a
DE,448,a
DE,642,a
DE,681,a
DE,1513,a
DE,478,a
DE,153,a
DE,2457,a
DE,552,a
DE,1056,a
DE,264,a
DE,133,a
DE,175,a
DE,2709,0
DE,2075,0
DE,1267,0
DE,2280,0
DE,1966,0
DE,64,a
DE,145,a
DE,683,a
DE,278,a
DE,2465,a
DE,957,a
DE,432,a
DE,578,a
DE,380,a
DE,1489,a
DE,2396,a
DE,1888,a
DE,1354,a
DE,2937,a
DE,91,a
DE,327,a
DE,157,a
DE,83,a
DE,140,a
DE,1935,a
DE,1536,a
DE,975,a
DE,1171,a
DE,1767,a
DE,1609,a
DE,1126,a
DE,3550,a
DE,995,a
DE,2804,a
DE,2099,a
DE,2503,a
DE,530,a
DE,1379,a
DE,216,a
DE,115,a
DE,243,a
DE,492,a
DE,m,a
DE,7389,a
DE,177,a
DE,515,a
DE,1387,a
DE,517,a
DE,162,a
DE,487,a
DE,1263,a
DE,415,a
DE,946,a
DE,1809,a
DE,944,a
DE,1141,a
DE,1284,a
DE,671,a
DE,297,a
DE,1168,a
DE,1040,a
DE,888,a
DE,1287,a
DE,2257,a
DE,688,a
DE,775,a
DE,260,a
DE,179,a
DE,1271,a
DE,505,a
DE,1057,a
DE,586,a
DE,667,a
DE,356,a
DE,1104,a
DE,767,a
DE,532,a
DE,211,a
DE,971,a
DE,819,a
DE,376,a
DE,602,a
DE,228,a
DE,393,a
DE,766,a
DE,148,a
DE,912,a
DE,1442,a
DE,140,a
DE,182,a
DE,144,a
DE,70,a
DE,234,a
DE,879,a
DE,110,a
DE,91,a
DE,288,a
DE,154,a
DE,499,a
DE,2308,a
DE,939,a
DE,173,a
DE,100,a
DE,195,a
DE,109,a
DE,168,a
DE,120,a
DE,72,a
DE,360,a
DE,130,a
DE,334,a
DE,144,a
DE,110,a
DE,883,a
DE,113,a
DE,83,0
DE,645,a
DE,547,a
DE,887,a
DE,535,a
DE,122,a
DE,585,a
DE,28,a
DE,30,a
DE,46,a
DE,41,a
DE,37,a
DE,88,a
DE,46,a
DE,354,a
DE,59,a
DE,165,a
DE,129,a
DE,179,a
DE,229,a
DE,177,a
DE,53,a
DE,1285,a
DE,17,a
DE,299,a
DE,1500,55
DE,68,a
DE,322,0
DE,39,a
DE,89,a
DE,16,a
DE,79,a
DE,38,a
DE,390,a
DE,36,a
DE,61,a
DE,152,a
DE,77,a
DE,404,a
DE,132,a
DE,26,a
DE,365,a
DE,55,a
DE,31,a
DE,m,a
DE,m,a
DE,18,a
DE,23,a
DK,9692,781
DK,9751,385
DK,6280,205
DK,2239,39
DK,6199,204
DK,2884,376
DK,5162,39
DK,538,13
DK,257,5
DK,120,a
DK,533,4
DK,2522,a
DK,1404,a
DK,3050,a
DK,1671,a
DK,4852,a
DK,1751,a
DK,1211,a
DK,762,a
DK,573,a
DK,2203,a
DK,510,a
DK,265,a
DK,1813,a
DK,502,a
DK,131,a
DK,24,a
DK,85,2
DK,m,m
DK,51,a
DK,4370,a
DK,226,a
DK,121,30
DK,65,3
DK,120,9
DK,86,0
DK,508,a
DK,49,a
DK,170,a
DK,133,a
DK,109,a
EE,2518,129
EE,2080,66
EE,1595,17
EE,469,13
EE,163,a
EE,296,a
EE,231,3
EE,117,a
EE,331,a
EE,192,a
EE,179,2
EE,131,a
EE,165,a
EE,156,5
EE,33,a
EE,50,a
EE,6,a
EE,55,a
EE,20,a
EE,3,a
ES,2508,84
ES,3679,99
ES,3563,135
ES,10619,351
ES,2224,49
ES,3375,65
ES,6812,103
ES,2354,67
ES,9963,365
ES,5912,238
ES,3652,188
ES,2213,79
ES,3256,66
ES,3141,30
ES,1849,72
ES,7984,684
ES,12305,602
ES,2893,120
ES,2047,66
ES,5277,282
ES,4907,191
ES,2844,157
ES,4356,152
ES,4578,191
ES,2496,77
ES,2793,48
ES,5236,234
ES,10289,412
ES,1440,30
ES,2054,32
ES,5214,240
ES,4010,156
ES,3920,101
ES,3030,109
ES,4404,232
ES,3505,138
ES,3610,159
ES,6254,518
ES,4640,145
ES,13638,653
ES,6367,207
ES,8968,84
ES,5982,255
ES,735,32
ES,1722,48
ES,7958,381
ES,896,39
ES,2594,9
ES,2491,8
ES,1862,0
ES,3971,2
ES,3376,0
ES,1851,6
ES,608,0
ES,2902,17
ES,3537,45
ES,2318,43
ES,2875,139
ES,2793,10
ES,617,a
ES,2745,5
ES,157,0
ES,1251,a
ES,9593,2
ES,857,8
ES,1172,13
ES,8348,140
ES,2478,24
ES,1042,9
ES,621,7
ES,1746,10
ES,411,2
ES,1736,10
ES,893,14
ES,4434,a
ES,6487,13
ES,4034,34
ES,193,a
ES,465,a
ES,469,4
ES,1066,a
ES,95,a
ES,198,a
FI,5042,472
FI,3493,201
FI,1122,63
FI,2496,201
FI,2345,122
FI,2733,149
FI,578,6
FI,1080,21
FI,1019,55
FI,1461,99
FI,972,22
FI,264,11
FI,2846,268
FI,3026,162
FI,427,17
FI,1159,a
FI,56,a
FI,2070,a
FI,3262,a
FI,724,a
FI,2064,a
FI,1228,a
FI,710,a
FI,1127,a
FI,1432,a
FI,877,a
FI,396,a
FI,1308,a
FI,1062,a
FI,2007,a
FI,500,a
FI,525,a
FI,1346,a
FI,288,a
FI,682,a
FI,694,a
FI,566,a
FI,1784,a
